HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,Latitude,Longitude
144TH ST / 78TH AVE,Fatal/Injury Collision,8,2016,49.1443678,-122.8234145
134TH ST / 100TH AVE,Fatal/Injury Collision,8,2016,49.1843171,-122.8522181
12300 82ND AVE,Fatal/Injury Collision,8,2016,49.1519407,-122.8818574
148TH ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.119079,-122.8121891
104TH AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.191483,-122.8231132
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1769822,-122.8458654
98TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1804704,-122.845495
108TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.198728,-122.800842
3000 BLOCK 176TH ST,Fatal/Injury Collision,8,2016,49.0586148,-122.7354309
176TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.14802710000001,-122.7349616
96TH AVE / 132ND ST,Fatal/Injury Collision,8,2016,49.1771471,-122.8568228
KING GEORGE BLVD / 106TH AVE,Fatal/Injury Collision,8,2016,49.195236,-122.8453941
19400 BLOCK 80TH AVE,Fatal/Injury Collision,8,2016,49.14817960000001,-122.6846492
9900 158A ST,Fatal/Injury Collision,8,2016,49.1826265,-122.7836492
168TH ST / 20TH AVE,Fatal/Injury Collision,8,2016,49.038397,-122.757101
14600 68TH AVE,Fatal/Injury Collision,8,2016,49.1262625,-122.8177641
12800 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.06882599999999,-122.8221618
105TH AVE / UNIVERSITY DR,Fatal/Injury Collision,8,2016,49.1931557,-122.8509744
105A AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.194466,-122.845423
14900 102A AVE,Fatal/Injury Collision,8,2016,49.1888818,-122.8089734
13400 84TH AVE,Fatal/Injury Collision,8,2016,49.1554213,-122.8512557
13800 FALKIRK DR,Fatal/Injury Collision,8,2016,49.1717314,-122.8392065
128TH ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.1265835,-122.867898
CITY PKWY / 105A AVE,Fatal/Injury Collision,8,2016,49.1944856,-122.8481893
127A ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.119193,-122.8693862
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1627081,-122.8458917
152ND ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1045154,-122.8011739
103RD AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1901249,-122.8454915
176TH ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.1188307,-122.7351079
19400 96TH AVE,Fatal/Injury Collision,8,2016,49.1769803,-122.6850997
10200 120TH ST,Fatal/Injury Collision,8,2016,49.1883493,-122.8900402
188TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1237106,-122.7017048
4000 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1079119,-122.8354221
8100 164TH ST,Fatal/Injury Collision,8,2016,49.1500196,-122.7676678
88TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.1628918,-122.801562
12800 80TH AVE,Fatal/Injury Collision,8,2016,49.1482912,-122.7994063
192ND ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.1628275,-122.6905698
140TH ST / 90TH AVE,Fatal/Injury Collision,8,2016,49.1664889,-122.8346185
7100 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1312395,-122.8457618
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1661587,-122.8015676
56TH AVE / 180TH ST,Fatal/Injury Collision,8,2016,49.1041422,-122.7239003
16TH AVE / 184TH ST,Fatal/Injury Collision,8,2016,49.0312371,-122.7133958
192ND ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.1628275,-122.6905698
177B ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1041324,-122.7303
64TH AVE / 142ND ST,Fatal/Injury Collision,8,2016,49.1191654,-122.8288047
129TH ST / 84TH AVE,Fatal/Injury Collision,8,2016,49.15542689999999,-122.8655102
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1408717,-122.845624
185TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.12786120000001,-122.7103629
159TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1586564,-122.7822179
64TH AVE / 142ND ST,Fatal/Injury Collision,8,2016,49.1191654,-122.8288047
14200 61A AVE,Fatal/Injury Collision,8,2016,49.1144218,-122.771985
12500 110TH AVE,Fatal/Injury Collision,8,2016,49.2026333,-122.875936
14900 92ND AVE,Fatal/Injury Collision,8,2016,49.1701058,-122.8094049
14900 92ND AVE,Fatal/Injury Collision,8,2016,49.1701058,-122.8094049
170TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.149484,-122.751416
13500 CRESTVIEW DR,Fatal/Injury Collision,8,2016,49.2089095,-122.8481436
8000 140TH ST,Fatal/Injury Collision,8,2016,49.1479513,-122.8345446
156TH ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.16286359999999,-122.7901955
128TH ST / 96TH AVE,Fatal/Injury Collision,8,2016,49.1771275,-122.8679718
19500 LANGLEY BPS,Fatal/Injury Collision,8,2016,49.1079398,-122.6824431
CRESCENT RD / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.0674289,-122.820714
10500 160TH ST,Fatal/Injury Collision,8,2016,49.19436460000001,-122.7780798
8700 MILTON DR,Fatal/Injury Collision,8,2016,49.1609324,-122.8085854
6200 148A ST,Fatal/Injury Collision,8,2016,49.11370729999999,-122.8122092
88TH AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.16259429999999,-122.7348772
92ND AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.1701208,-122.82341
12900 BLOCK 88TH AVE,Fatal/Injury Collision,8,2016,49.1627756,-122.7845442
FRASER HWY / 188TH ST,Fatal/Injury Collision,8,2016,49.1237106,-122.7017048
101ST AVE / 153RD ST,Fatal/Injury Collision,8,2016,49.186145,-122.798135
7800 152ND ST,Fatal/Injury Collision,8,2016,49.1451691,-122.8010333
176A ST / 60TH AVE,Fatal/Injury Collision,8,2016,49.1115108,-122.7337331
100TH AVE / 150TH ST,Fatal/Injury Collision,8,2016,49.18420099999999,-122.806446
10000 152ND ST,Fatal/Injury Collision,8,2016,49.1843659,-122.8009888
KING GEORGE BLVD / 68TH AVE,Fatal/Injury Collision,8,2016,49.1262505,-122.8457025
128TH ST / 69A AVE,Fatal/Injury Collision,8,2016,49.1294828,-122.8677337
24TH AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.04569619999999,-122.8235021
108TH AVE / 140TH ST,Fatal/Injury Collision,8,2016,49.1988352,-122.8341259
142ND ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.1191654,-122.8288047
OLD YALE RD / 105A AVE,Fatal/Injury Collision,8,2016,49.194488,-122.866121
95TH AVE / 150TH ST,Fatal/Injury Collision,8,2016,49.17508,-122.80664
104TH AVE / 164TH ST,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
104TH AVE / 164TH ST,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
137TH ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.133631,-122.8427866
152ND ST / 105TH AVE,Fatal/Injury Collision,8,2016,49.19317849999999,-122.8007811
7400 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1372181,-122.8455908
14800 57TH AVE,Fatal/Injury Collision,8,2016,49.1063325,-122.7499877
9400 172ND ST,Fatal/Injury Collision,8,2016,49.173435,-122.745403
152ND ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.1628918,-122.801562
12800 17TH AVE,Fatal/Injury Collision,8,2016,49.033051,-122.8674513
152ND ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1045154,-122.8011739
3000 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.0569303,-122.8076031
13800 103RD AVE,Fatal/Injury Collision,8,2016,49.1896551,-122.8396242
UNIVERSITY DR / 105TH AVE,Fatal/Injury Collision,8,2016,49.1931557,-122.8509744
13200 BLOCK CRESCENT RD,Fatal/Injury Collision,8,2016,49.0606669,-122.8501815
18100 70TH AVE,Fatal/Injury Collision,8,2016,49.1298665,-122.7007762
9800 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1807554,-122.8454553
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1769822,-122.8458654
13900 104TH AVE,Fatal/Injury Collision,8,2016,49.191464,-122.8369905
13900 104TH AVE,Fatal/Injury Collision,8,2016,49.191464,-122.8369905
10100 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.186183,-122.845107
KING GEORGE BLVD / MALL ACCESS,Fatal/Injury Collision,8,2016,49.1374736,-122.8877071
152ND ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.13373319999999,-122.8011655
168TH ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1042239,-122.7567028
9000 BUCHANAN PL,Fatal/Injury Collision,8,2016,49.1670589,-122.869018
7800 134TH ST,Fatal/Injury Collision,8,2016,49.14376060000001,-122.8511888
194TH ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.119082,-122.6853888
134TH ST / 20TH AVE,Fatal/Injury Collision,8,2016,49.0385016,-122.850939
130TH ST / 100TH AVE,Fatal/Injury Collision,8,2016,49.1844224,-122.86209
96TH AVE / 160TH ST,Fatal/Injury Collision,8,2016,49.1768481,-122.7789836
96TH AVE / 160TH ST,Fatal/Injury Collision,8,2016,49.1768481,-122.7789836
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,8,2016,49.1627081,-122.8458917
KING GEORGE BLVD / 98TH AVE,Fatal/Injury Collision,8,2016,49.1804704,-122.845495
15000 BLOCK 64TH AVE,Fatal/Injury Collision,8,2016,49.1189695,-122.787432
5600 175TH ST,Fatal/Injury Collision,8,2016,49.1041489,-122.7382292
60TH AVE / 182ND ST,Fatal/Injury Collision,8,2016,49.111434,-122.718268
10200 BLOCK WHALLEY BLVD,Fatal/Injury Collision,8,2016,49.1902188,-122.841906
58TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
104TH AVE / 149TH ST,Fatal/Injury Collision,8,2016,49.1915,-122.8092
10100 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.186183,-122.845107
141A ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.133639,-122.8302473
128TH ST / 92ND AVE,Fatal/Injury Collision,8,2016,49.1698106,-122.8681152
15500 109A AVE,Fatal/Injury Collision,8,2016,49.2014302,-122.8128825
HWY 17 / 136TH ST,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
10400 150TH ST,Fatal/Injury Collision,8,2016,49.1915288,-122.8063929
78TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.144313,-122.8458296
14300 63A AVE,Fatal/Injury Collision,8,2016,49.1178386,-122.7208888
96TH AVE / 192ND ST,Fatal/Injury Collision,8,2016,49.1770399,-122.6904511
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1190816,-122.8454849
HWY 17 / OLD YALE RD,Fatal/Injury Collision,8,2016,49.201761,-122.8876497
72ND AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.1336772,-122.8234103
84TH AVE / 158TH ST,Fatal/Injury Collision,8,2016,49.155425,-122.78445
72ND AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.13373319999999,-122.8011655
KING GEORGE BLVD / 76TH AVE,Fatal/Injury Collision,8,2016,49.1408717,-122.845624
10700 UNIVERSITY DR,Fatal/Injury Collision,8,2016,49.1962559,-122.8507941
128TH ST / 96TH AVE,Fatal/Injury Collision,8,2016,49.1771275,-122.8679718
16500 BLOCK FRASER HWY,Fatal/Injury Collision,8,2016,49.15184499999999,-122.7651242
HWY 17 / OLD YALE RD,Fatal/Injury Collision,8,2016,49.201761,-122.8876497
72ND AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.13373319999999,-122.8011655
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1661587,-122.8015676
132ND ST / 99TH AVE,Fatal/Injury Collision,8,2016,49.182583,-122.8566042
5600 176TH ST,Fatal/Injury Collision,8,2016,49.1041256,-122.7349864
12800 96TH AVE,Fatal/Injury Collision,8,2016,49.1771103,-122.8693067
13100 62B AVE,Fatal/Injury Collision,8,2016,49.116989,-122.8303103
56TH AVE / 196TH ST,Fatal/Injury Collision,8,2016,49.1044157,-122.6799516
76TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1410308,-122.8678486
7300 149TH ST,Fatal/Injury Collision,8,2016,49.1354488,-122.8100783
13300 COLEBROOK RD,Fatal/Injury Collision,8,2016,49.0948535,-122.8544149
13500 BLOCK 64TH AVE,Fatal/Injury Collision,8,2016,49.118979,-122.8483667
151ST ST / 100TH AVE,Fatal/Injury Collision,8,2016,49.184207,-122.803969
138A ST / 60TH AVE,Fatal/Injury Collision,8,2016,49.1118528,-122.8404391
HWY 17 / OLD YALE RD,Fatal/Injury Collision,8,2016,49.201761,-122.8876497
HWY 17 / OLD YALE RD,Fatal/Injury Collision,8,2016,49.201761,-122.8876497
9000 152ND ST,Fatal/Injury Collision,8,2016,49.1660884,-122.8013841
137A ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.1264861,-122.8416608
80TH AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.14802710000001,-122.7349616
159TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1586564,-122.7822179
159TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1586564,-122.7822179
164TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.15292350000001,-122.7678285
96TH AVE / 96TH AVENUE STRD,Fatal/Injury Collision,8,2016,49.1772946,-122.7113678
16800 BLOCK 32ND AVE,Fatal/Injury Collision,8,2016,49.0602584,-122.7655242
160TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.15742299999999,-122.7790105
124TH ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.1266579,-122.879004
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1408717,-122.845624
128TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.1481747,-122.8680774
152ND ST / 24TH AVE,Fatal/Injury Collision,8,2016,49.045672,-122.8011485
140TH ST / 66A AVE,Fatal/Injury Collision,8,2016,49.123607,-122.834358
17000 57TH AVE,Fatal/Injury Collision,8,2016,49.1063325,-122.7499877
176TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.14802710000001,-122.7349616
96TH AVE / FRASER HWY,Fatal/Injury Collision,8,2016,49.1765572,-122.8285626
156TH ST / 36TH AVE,Fatal/Injury Collision,8,2016,49.067363,-122.790254
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1190816,-122.8454849
10300 152ND ST,Fatal/Injury Collision,8,2016,49.1895882,-122.8008031
152ND ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.13373319999999,-122.8011655
176TH ST / 64TH AVE,Fatal/Injury Collision,8,2016,49.1188307,-122.7351079
62ND AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.1157277,-122.7350939
104TH AVE / 140B ST,Fatal/Injury Collision,8,2016,49.191441,-122.8321044
19000 64TH AVE,Fatal/Injury Collision,8,2016,49.1190507,-122.6964076
WHALLEY BLVD / 102ND AVE,Fatal/Injury Collision,8,2016,49.18784350000001,-122.8432483
96TH AVE / 172ND ST,Fatal/Injury Collision,8,2016,49.1769913,-122.745906
RIVER RD / 117TH ST,Fatal/Injury Collision,8,2016,49.1851389,-122.8985857
32ND AVE / 32ND AVE ONRP,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
12800 60TH AVE,Fatal/Injury Collision,8,2016,49.1118045,-122.8678125
56TH AVE / PANORAMA DR,Fatal/Injury Collision,8,2016,49.1044055,-122.806528
176TH ST / 96TH AVE,Fatal/Injury Collision,8,2016,49.1765485,-122.7348644
8100 128TH ST,Fatal/Injury Collision,8,2016,49.14992729999999,-122.8679857
SURREY RD / 115A AVE,Fatal/Injury Collision,8,2016,49.2125998,-122.8151522
40TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.0778419,-122.8216693
132ND ST / 84TH AVE,Fatal/Injury Collision,8,2016,49.1553729,-122.8569743
7700 144TH ST,Fatal/Injury Collision,8,2016,49.1426868,-122.8234061
FRASER HWY / 152ND ST,Fatal/Injury Collision,8,2016,49.1661587,-122.8015676
100TH AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.184818,-122.7345358
64TH AVE / 142ND ST,Fatal/Injury Collision,8,2016,49.1191654,-122.8288047
149A ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.13373499999999,-122.808021
FRASER HWY / 176TH ST,Fatal/Injury Collision,8,2016,49.1379885,-122.734677
14800 BLOCK 56TH AVE,Fatal/Injury Collision,8,2016,49.104417,-122.7859278
14800 BLOCK 56TH AVE,Fatal/Injury Collision,8,2016,49.104417,-122.7859278
12200 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.20573599999999,-122.884776
12200 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.20573599999999,-122.884776
24TH AVE / 164TH ST,Fatal/Injury Collision,8,2016,49.0456268,-122.7681582
34TH AVE / ROSEMARY HEIGHTS CRES,Fatal/Injury Collision,8,2016,49.063738,-122.798368
5200 185A ST,Fatal/Injury Collision,8,2016,49.11395580000001,-122.7096191
24TH AVE / 153A ST,Fatal/Injury Collision,8,2016,49.0455532,-122.7970467
108TH AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.1987793,-122.8230401
KING GEORGE BLVD / 128TH ST,Fatal/Injury Collision,8,2016,49.2064008,-122.8674434
71ST AVE / 125A ST,Fatal/Injury Collision,8,2016,49.1322409,-122.8744973
180TH ST / GOLDEN EARS WAY,Fatal/Injury Collision,8,2016,49.17551640000001,-122.7237958
152ND ST / 32ND AVE,Fatal/Injury Collision,8,2016,49.0615205,-122.8011519
8700 BLOCK 132ND ST,Fatal/Injury Collision,8,2016,49.1608776,-122.856935
OLD YALE RD / 104TH AVE,Fatal/Injury Collision,8,2016,49.19167969999999,-122.8634009
20TH AVE / 148TH ST,Fatal/Injury Collision,8,2016,49.0384858,-122.8121521
120TH ST / 58TH AVE,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
120TH ST / 58TH AVE,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
16800 24TH AVE,Fatal/Injury Collision,8,2016,49.0456801,-122.7574161
108TH AVE / 140TH ST,Fatal/Injury Collision,8,2016,49.1988352,-122.8341259
140TH ST / LAUREL DR,Fatal/Injury Collision,8,2016,49.1776012,-122.8345949
88TH AVE / 168TH ST,Fatal/Injury Collision,8,2016,49.16280769999999,-122.7565282
152ND ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.126365,-122.8011187
88TH AVE / FRASER HWY,Fatal/Injury Collision,8,2016,49.1630721,-122.7938233
152ND ST / 96TH AVE,Fatal/Injury Collision,8,2016,49.17688039999999,-122.8010288
96TH AVE / 134TH ST,Fatal/Injury Collision,8,2016,49.1770442,-122.8513795
10200 152ND ST,Fatal/Injury Collision,8,2016,49.1878075,-122.8008085
154TH ST / 16A AVE,Fatal/Injury Collision,8,2016,49.032022,-122.795693
192ND ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.14816949999999,-122.6907203
192ND ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.133631,-122.6908575
64TH AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.1188307,-122.7351079
164TH ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.16282220000001,-122.767744
7200 BLOCK KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1079119,-122.8354221
WHALLEY BLVD / 102ND AVE,Fatal/Injury Collision,8,2016,49.18784350000001,-122.8432483
154TH ST / 102A AVE,Fatal/Injury Collision,8,2016,49.1887896,-122.795377
64TH AVE / 176TH ST,Fatal/Injury Collision,8,2016,49.1188307,-122.7351079
152ND ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.126365,-122.8011187
KING GEORGE BLVD / 24TH AVE,Fatal/Injury Collision,8,2016,49.0455228,-122.7934725
184TH ST / 24TH AVE,Fatal/Injury Collision,8,2016,49.0456847,-122.713439
SCOTT RD / SCOTT RD OFRP,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
143RD ST / 109TH AVE,Fatal/Injury Collision,8,2016,49.2006878,-122.8257622
74TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1371466,-122.8456069
8700 158TH ST,Fatal/Injury Collision,8,2016,49.1608174,-122.7851507
18100 32ND AVE,Fatal/Injury Collision,8,2016,49.0601359,-122.72172
108TH AVE / 132ND ST,Fatal/Injury Collision,8,2016,49.1989606,-122.8564806
3000 152ND ST,Fatal/Injury Collision,8,2016,49.0563811,-122.8010909
138TH ST / 72ND AVE,Fatal/Injury Collision,8,2016,49.1335528,-122.8385853
152ND ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1045154,-122.8011739
HWY 17 / TANNERY RD OFRP,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
96TH AVE / 126TH ST,Fatal/Injury Collision,8,2016,49.1772241,-122.873593
CRESCENT RD / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.0674289,-122.820714
10600 SPAN RD,Fatal/Injury Collision,6,2016,49.1955635,-122.8890459
1700 152ND ST,Fatal/Injury Collision,8,2016,49.0330728,-122.801101
6200 128A ST,Fatal/Injury Collision,8,2016,49.1156048,-122.8677807
60TH AVE / 176A ST,Fatal/Injury Collision,8,2016,49.1115108,-122.7337331
88TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.1628918,-122.801562
104TH AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.191483,-122.8231132
17TH AVE / 148TH ST,Fatal/Injury Collision,8,2016,49.0329636,-122.8122004
109TH AVE / 130TH ST,Fatal/Injury Collision,8,2016,49.2008918,-122.8619909
139A ST / 108TH AVE,Fatal/Injury Collision,8,2016,49.1988374,-122.835635
152ND ST / 108TH AVE,Fatal/Injury Collision,8,2016,49.198728,-122.800842
6200 146TH ST,Fatal/Injury Collision,8,2016,49.1153538,-122.8177328
144TH ST / 84TH AVE,Fatal/Injury Collision,8,2016,49.1555804,-122.8234572
144TH ST / 84TH AVE,Fatal/Injury Collision,8,2016,49.1555804,-122.8234572
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1989163,-122.8458798
64TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1190663,-122.8677907
4300 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.0798844,-122.8210325
156TH ST / FRASER HWY,Fatal/Injury Collision,8,2016,49.1617811,-122.7902613
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1408717,-122.845624
156TH ST / 98TH AVE,Fatal/Injury Collision,8,2016,49.180695,-122.789886
6200 129A ST,Fatal/Injury Collision,8,2016,49.1790637,-122.8636977
126TH ST / 88TH AVE,Fatal/Injury Collision,8,2016,49.16289889999999,-122.8735417
64TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1190663,-122.8677907
160TH ST / 24TH AVE,Fatal/Injury Collision,8,2016,49.04549129999999,-122.7791439
HWY 99 / KING GEORGE BLVD ONRP,Fatal/Injury Collision,8,2016,49.1044302,-122.801094
14000 100TH AVE,Fatal/Injury Collision,8,2016,49.1842089,-122.8342107
128TH ST / 82ND AVE,Fatal/Injury Collision,8,2016,49.1503182,-122.8679969
66TH AVE / 121A ST,Fatal/Injury Collision,8,2016,49.1229738,-122.8859997
64TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1190663,-122.8677907
72A AVE / 138TH ST,Fatal/Injury Collision,8,2016,49.1346149,-122.8386142
12900 58A AVE,Fatal/Injury Collision,8,2016,49.1087541,-122.8638753
10200 KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1878338,-122.8453573
12600 66TH AVE,Fatal/Injury Collision,8,2016,49.1225351,-122.8717378
152ND ST / 104TH AVE,Fatal/Injury Collision,8,2016,49.1915254,-122.8009848
13900 70TH AVE,Fatal/Injury Collision,8,2016,49.1299845,-122.8367434
88TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.1628918,-122.801562
184TH ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1041218,-122.7126771
84TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.15554359999999,-122.8013318
17700 0TH AVE,Fatal/Injury Collision,8,2016,49.0021582,-122.7311214
82ND AVE / 124TH ST,Fatal/Injury Collision,8,2016,49.1520486,-122.8791038
HAWKSTREAM DR / 144TH ST,Fatal/Injury Collision,8,2016,49.1482197,-122.8234128
94TH AVE / 138A ST,Fatal/Injury Collision,8,2016,49.173658,-122.838948
126TH ST / 97A AVE,Fatal/Injury Collision,8,2016,49.1798659,-122.873409
96TH AVE / 173A ST,Fatal/Injury Collision,8,2016,49.17707660000001,-122.7415494
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1335876,-122.8455784
7600 120A ST,Fatal/Injury Collision,8,2016,49.1413076,-122.8903687
HWY 17 / 104TH AVE,Fatal/Injury Collision,8,2016,49.19151369999999,-122.738598
140TH ST / 93A AVE,Fatal/Injury Collision,8,2016,49.1724554,-122.8345799
82ND AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1503182,-122.8679969
134TH ST / 78TH AVE,Fatal/Injury Collision,8,2016,49.144537,-122.8512096
146TH ST / 56TH AVE,Fatal/Injury Collision,8,2016,49.1045427,-122.8178429
40TH AVE / 168TH ST,Fatal/Injury Collision,8,2016,49.074939,-122.75681
3100 MCBRIDE AVE,Fatal/Injury Collision,8,2016,49.0586665,-122.8826398
94A AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2016,49.1746667,-122.845944
128TH ST / 76A AVE,Fatal/Injury Collision,8,2016,49.142365,-122.867944
100TH AVE / 152ND ST,Fatal/Injury Collision,8,2016,49.1842025,-122.8008292
152ND ST / 68TH AVE,Fatal/Injury Collision,8,2016,49.126365,-122.8011187
120TH ST / MALL ACCESS,Fatal/Injury Collision,8,2016,49.1370364,-122.8902518
13100 103A AVE,Fatal/Injury Collision,8,2016,49.1906963,-122.8593516
124TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.1483885,-122.8790635
124TH ST / 80TH AVE,Fatal/Injury Collision,8,2016,49.1483885,-122.8790635
96TH AVE / 128TH ST,Fatal/Injury Collision,8,2016,49.1771275,-122.8679718
8800 128TH ST,Fatal/Injury Collision,8,2016,49.1622204,-122.867955
145B ST / 67A AVE,Fatal/Injury Collision,8,2016,49.125099,-122.8185378
19500 92ND AVE,Fatal/Injury Collision,8,2016,49.1701481,-122.6829278
WHALLEY BLVD / FRASER HWY,Fatal/Injury Collision,8,2016,49.18067480000001,-122.841427
88TH AVE / 144TH ST,Fatal/Injury Collision,8,2016,49.1628117,-122.8235246
130TH ST / 84TH AVE,Fatal/Injury Collision,8,2016,49.1553623,-122.8622979
148TH ST / 24TH AVE,Fatal/Injury Collision,8,2016,49.045677,-122.8123161
136TH ST / BENTLEY RD,Fatal/Injury Collision,8,2016,49.20147619999999,-122.8452694
136TH ST / 112TH AVE,Fatal/Injury Collision,8,2016,49.2061435,-122.8453422
11200 136TH ST,Fatal/Injury Collision,8,2016,49.2060272,-122.8453229
6700 192ND ST,Fatal/Injury Collision,8,2016,49.12490469999999,-122.690868
19500 LANGLEY BPS,Fatal/Injury Collision,8,2016,49.1079398,-122.6824431
